,Parental_T47D_cells_treated_with_vehicle_rep_1,Parental_T47D_cells_treated_with_vehicle_rep_2,Parental_T47D_cells_treated_with_vehicle_rep_3,4_hydroxytamoxifen_resistant_T47D_cells_treated_with_vehicle_rep_1,4_hydroxytamoxifen_resistant_T47D_cells_treated_with_vehicle_rep_2,4_hydroxytamoxifen_resistant_T47D_cells_treated_with_vehicle_rep_3
MIR154,0,0,0,0,0,0
MIR155,0,0,0,0,0,0
MIR155HG,0,0,0,0,0,0
MIR1587,0,0,0,0,0,0
MIR15A,0,0,0,0,0,0
MIR15B,0,0,0,0,0,0
MIR16-1,0,0,0,13,14,19
MIR16-2,0,0,0,0,0,0
MIR17,0,0,0,0,0,0
MIR17HG,21,11,31,76,62,53
MIR181A1,0,0,0,0,0,0
MIR181A2,0,0,0,0,0,0
MIR181A2HG,8,4,7,2,4,2
MIR181B1,0,0,1,0,0,1
MIR181B2,0,0,2,0,0,0
MIR181C,0,0,0,0,0,0
MIR181D,0,0,0,0,0,1
MIR182,0,0,0,0,0,0
MIR1825,0,0,0,0,0,0
MIR1827,0,0,0,0,0,0
MIR183,0,0,0,0,0,0
MIR184,0,0,0,0,0,0
MIR185,0,0,0,0,0,0
MIR186,15,0,10,14,16,29
MIR187,0,0,0,0,0,0
MIR188,0,0,0,0,0,0
MIR18A,0,0,0,0,0,0
MIR18B,0,0,0,0,0,0
MIR1908,0,0,0,0,0,0
MIR1909,0,0,0,0,0,0
MIR190A,0,0,0,0,0,0
MIR190B,0,0,0,0,0,0
MIR191,0,0,0,0,0,0
MIR1910,1,0,1,0,0,0
MIR1911,0,0,0,0,0,0
MIR1912,0,0,0,0,0,0
MIR1913,0,0,0,0,0,0
MIR1914,0,0,0,0,0,0
MIR1915,0,0,0,0,0,0
MIR1915HG,11,8,29,60,102,130
MIR192,0,0,0,0,0,0
MIR193A,0,0,0,0,0,0
MIR193B,0,0,1,0,0,0
MIR193BHG,98,71,193,151,168,145
MIR194-1,0,0,0,0,0,0
MIR194-2,0,0,0,0,0,0
MIR194-2HG,0,0,1,1,0,1
MIR195,0,0,0,0,0,0
MIR196A1,0,0,0,0,0,0
MIR196A2,2,0,1,5,43,68
MIR196B,0,0,0,0,0,0
MIR197,0,0,0,0,0,0
MIR1972-1,0,0,0,0,0,0
MIR1972-2,0,0,0,0,0,0
MIR1973,0,0,0,0,0,0
MIR1976,0,0,0,0,0,0
MIR198,0,0,0,0,0,0
MIR199A1,0,0,0,0,0,0
MIR199A2,0,0,0,0,0,0
MIR199B,0,0,0,0,0,0
MIR19A,0,0,0,0,0,0
MIR19B1,0,0,0,0,0,0
MIR19B2,0,0,0,0,0,0
MIR200A,0,0,3,0,3,1
MIR200B,0,0,0,0,0,1
MIR200C,0,0,0,0,1,1
MIR200CHG,20,12,60,32,55,80
MIR202,0,0,0,0,0,0
MIR202HG,0,0,0,0,0,0
MIR203A,0,0,0,0,0,0
MIR203B,0,0,0,0,0,0
MIR204,0,0,0,0,0,0
MIR205,0,0,0,4,3,7
MIR2052,2,0,6,5,2,3
MIR2052HG,91,76,198,87,88,120
MIR2053,0,0,0,0,0,0
MIR2054,0,0,0,0,0,0
MIR205HG,48,16,93,933,1291,1530
MIR206,0,0,0,0,0,0
MIR208A,0,0,0,0,0,0
MIR208B,0,0,0,0,0,0
MIR20A,0,0,0,0,0,0
MIR20B,0,0,0,0,0,0
MIR21,0,0,0,0,0,0
MIR210,0,0,0,0,0,0
MIR210HG,5,1,67,8,40,56
MIR211,0,0,0,0,0,0
MIR2110,0,0,0,0,0,0
MIR2113,0,0,0,0,0,0
MIR2114,0,0,0,0,0,0
MIR2115,0,0,0,0,0,0
MIR2116,0,0,0,0,0,0
MIR2117,0,0,0,0,0,0
MIR2117HG,0,0,0,5,2,6
MIR212,0,0,0,0,0,0
MIR214,0,0,0,0,0,0
MIR215,0,0,0,0,0,0
MIR216A,0,0,0,0,0,0
MIR216B,0,0,0,0,0,0
MIR217,0,0,0,0,0,0
MIR218-1,0,0,0,0,0,0
MIR218-2,0,0,0,0,0,0
MIR219A1,1,0,19,2,14,19
MIR219A2,0,0,0,0,0,0
MIR219A2HG,0,0,0,0,0,0
MIR219B,0,0,0,0,0,0
MIR22,0,0,0,0,0,0
MIR221,0,0,0,0,0,0
MIR222,0,0,0,0,0,1
MIR223,0,0,0,0,0,0
MIR223HG,0,0,0,0,0,0
MIR224,0,0,0,0,0,0
MIR2276,0,0,0,0,0,0
MIR2277,0,0,0,0,0,0
MIR2278,0,0,0,0,0,0
MIR22HG,47,13,122,196,330,289
MIR2355,0,0,0,2,0,0
MIR2392,0,0,0,0,0,0
MIR23A,0,0,0,0,0,0
MIR23B,4,0,7,0,1,0
MIR23C,0,0,0,0,0,0
MIR24-1,0,0,0,0,0,0
MIR24-2,0,0,0,0,0,0
MIR2467,0,0,0,0,0,0
MIR25,0,0,6,3,21,25
MIR2681,0,0,0,0,0,0
MIR2682,0,0,0,0,0,0
MIR26A1,0,0,0,0,0,0
MIR26A2,0,0,0,0,0,1
MIR26B,0,0,0,0,0,0
MIR27A,0,0,0,0,0,0
MIR27B,2,0,9,0,2,0
MIR28,0,0,0,0,0,0
MIR2861,0,0,0,0,0,0
MIR2909,0,0,0,0,0,0
MIR296,0,0,0,0,0,0
MIR297,0,0,0,0,0,0
MIR298,0,0,0,0,0,0
MIR299,0,0,0,0,0,0
MIR29A,0,0,0,0,0,0
MIR29B1,0,0,0,0,0,0
MIR29B2,0,0,0,0,0,0
MIR29C,0,0,0,0,0,0
MIR300,0,0,0,0,0,0
MIR301A,0,0,0,1,0,0
MIR301B,0,0,0,0,0,0
MIR302A,0,0,0,0,0,0
MIR302B,0,0,0,0,0,0
MIR302C,0,0,0,0,0,0
MIR302CHG,0,0,0,1,2,0
MIR302D,0,0,0,0,0,0
MIR302E,0,0,0,0,0,0
MIR302F,0,0,0,0,0,0
MIR3064,0,0,0,0,0,0
MIR3065,0,0,0,0,0,0
MIR3074,0,0,0,0,0,0
MIR30A,0,0,0,0,1,0
MIR30B,0,0,9,0,0,4
MIR30C1,3,0,1,1,0,3
MIR30C2,0,0,0,0,0,0
MIR30D,0,0,0,0,0,0
MIR30E,0,0,0,0,0,0
MIR31,0,0,0,0,0,0
MIR3115,0,0,0,0,0,0
MIR3116-1,0,0,0,0,0,0
MIR3116-2,0,0,0,0,0,0
MIR3117,0,0,0,0,0,0
MIR3118-1,0,0,0,0,0,0
MIR3118-2,0,0,0,0,0,0
MIR3118-3,0,0,0,0,0,0
MIR3118-4,0,0,0,0,0,0
MIR3119-1,0,0,0,0,0,0
MIR3119-2,0,0,0,0,0,0
MIR3120,0,0,0,0,0,0
MIR3121,1,0,0,0,0,0
MIR3122,0,0,0,0,0,0
MIR3123,0,0,0,0,0,0
MIR3124,0,0,3,0,2,2
MIR3125,0,0,0,0,0,0
MIR3126,0,0,0,0,0,0
MIR3127,0,0,0,0,9,0
MIR3128,0,0,0,0,1,0
MIR3129,0,0,0,0,0,0
MIR3130-1,0,0,0,0,0,0
MIR3130-2,0,0,0,0,0,0
MIR3131,0,0,0,0,0,0
MIR3132,0,0,0,0,0,0
MIR3133,0,0,0,0,0,0
MIR3134,0,0,0,0,0,0
MIR3135A,0,0,0,0,0,0
MIR3135B,0,0,0,0,0,0
MIR3136,3,0,5,1,2,0
MIR3137,0,0,0,1,0,0
MIR3138,0,0,0,0,0,0
MIR3139,0,0,0,0,0,0
MIR3140,1,0,0,0,0,0
MIR3141,0,0,0,0,0,0
MIR3142,0,0,0,0,0,0
MIR3142HG,0,0,0,0,0,0
MIR3143,0,0,0,0,1,0
MIR3144,0,0,0,0,0,0
MIR3145,0,0,0,0,0,0
MIR3146,1,0,0,0,0,0
MIR3147,0,0,0,0,0,0
MIR3147HG,83,29,168,72,167,163
MIR3148,0,0,0,0,0,0
MIR3149,0,0,1,1,1,3
MIR3150A,0,0,0,0,0,0
MIR3150B,0,0,0,0,0,0
MIR3150BHG,0,0,0,1,0,0
MIR3151,0,0,0,0,0,0
MIR3152,0,0,0,0,0,0
MIR3153,0,0,3,8,7,6
MIR3154,0,0,0,0,0,0
MIR3155A,0,0,0,0,0,0
MIR3155B,0,0,0,0,0,0
MIR3156-1,0,0,0,0,0,0
MIR3156-2,0,0,0,0,0,0
MIR3156-3,0,0,0,0,0,0
MIR3157,0,0,0,0,0,0
MIR3158-1,0,0,0,0,1,3
MIR3158-2,0,0,0,0,0,0
MIR3159,0,0,0,0,0,0
MIR3160-1,0,0,0,0,0,0
MIR3160-2,0,0,0,0,0,0
MIR3161,0,0,0,0,0,0
MIR3162,0,0,0,1,0,2
MIR3163,0,0,0,0,0,0
MIR3164,3,0,1,1,1,0
MIR3165,2,0,0,0,0,0
MIR3166,0,0,0,0,0,0
MIR3167,0,0,0,0,0,0
MIR3168,0,0,0,0,0,0
MIR3169,0,0,0,0,0,0
MIR3170,0,0,0,0,0,0
MIR3171,0,0,0,0,0,0
MIR3173,0,0,0,0,0,0
MIR3174,0,0,0,0,0,2
MIR3175,0,0,0,0,0,0
MIR3176,0,0,1,0,3,4
MIR3177,0,0,0,0,0,0
MIR3178,0,0,0,0,0,0
MIR3179-1,0,0,0,0,0,0
MIR3179-2,0,0,0,0,0,0
MIR3179-3,0,0,0,0,0,0
MIR3179-4,0,0,0,0,0,0
MIR3180-1,0,0,0,0,0,0
MIR3180-2,0,0,0,0,0,0
MIR3180-3,0,0,0,0,0,0
MIR3180-4,0,0,0,0,0,0
MIR3180-5,0,0,0,0,0,0
MIR3181,0,0,0,0,0,0
MIR3182,0,0,0,0,0,0
MIR3183,0,0,0,0,0,0
MIR3184,0,0,0,0,0,0
MIR3185,0,0,0,0,0,0
MIR3186,0,0,0,0,0,0
MIR3187,0,0,0,0,1,0
MIR3188,0,0,0,0,0,0
MIR3189,0,0,4,0,1,0
MIR3190,0,0,0,0,0,0
MIR3191,0,0,0,0,0,0
MIR3192,0,0,2,10,5,4
MIR3193,0,0,0,0,0,0
MIR3194,0,0,0,0,0,0
MIR3195,0,0,0,0,0,0
MIR3196,0,0,0,0,0,0
MIR3197,0,0,0,0,0,0
MIR3198-1,0,0,0,0,0,0
MIR3198-2,0,0,0,0,0,0
MIR3199-1,0,0,0,0,0,0
MIR3199-2,0,0,0,0,0,0
MIR31HG,0,0,0,0,0,0
MIR32,0,0,0,1,0,1
MIR3200,0,0,0,0,0,0
MIR3201,0,0,0,0,0,0
MIR3202-1,0,0,0,1,1,0
MIR3202-2,0,0,0,0,0,0
MIR320A,0,0,0,0,0,0
MIR320B1,0,0,0,0,0,0
MIR320C1,0,0,0,0,0,0
MIR323A,0,0,0,0,0,0
MIR323B,0,0,0,0,0,0
MIR324,0,0,0,0,0,1
MIR325,0,0,0,0,0,0
MIR325HG,0,0,0,3,1,1
MIR326,0,0,0,0,0,0
MIR328,0,0,0,0,0,0
MIR329-1,0,0,0,0,0,0
MIR329-2,0,0,0,0,0,0
MIR330,0,0,0,0,0,0
MIR331,2,0,4,68,44,59
MIR335,0,0,0,0,0,0
MIR337,0,0,0,0,0,0
MIR338,0,0,0,0,0,0
MIR339,0,0,0,0,2,3
MIR33A,0,0,0,0,0,0
MIR33B,0,0,0,0,1,0
MIR340,0,0,0,0,0,0
MIR342,0,0,0,0,0,1
MIR345,0,0,1,0,1,0
MIR346,0,0,0,0,0,0
MIR34A,0,0,0,0,0,0
MIR34AHG,56,31,121,153,234,247
MIR34B,0,0,0,0,0,0
MIR34BHG,0,0,0,4,0,1
MIR34C,0,0,0,0,0,0
MIR3529,0,0,0,0,0,0
MIR3591,0,0,0,0,0,0
MIR3605,0,0,1,1,2,2
MIR3606,0,0,0,0,0,0
MIR3609,31,23,26,20,17,23
MIR361,0,0,0,0,0,0
MIR3610,0,0,0,0,1,0
MIR3611,0,0,0,1,0,0
MIR3612,0,0,0,0,0,0
MIR3613,1,0,0,0,0,0
MIR3614,0,0,0,0,0,0
MIR3615,0,0,0,0,0,0
MIR3616,0,0,0,0,0,0
MIR3617,0,0,0,0,0,0
MIR3618,0,0,0,0,0,0
MIR3619,0,0,0,0,0,0
MIR362,0,0,0,0,0,0
MIR3620,0,0,0,0,0,0
MIR3621,0,0,0,0,0,0
MIR3622A,0,0,0,0,0,0
MIR3622B,0,0,0,0,0,0
MIR363,0,0,0,0,0,0
MIR3646,0,0,0,0,0,0
MIR3648-1,0,0,0,0,0,0
MIR3648-2,0,0,0,0,0,0
MIR3649,0,0,0,0,0,0
MIR3650,0,0,0,0,0,0
MIR3651,0,0,0,0,0,0
MIR3652,0,0,0,0,0,0
MIR3654,0,0,0,0,0,0
MIR3655,0,0,0,0,0,0
MIR3657,0,0,0,1,0,1
MIR3658,0,0,0,0,0,0
MIR3659,0,0,0,0,0,0
MIR365A,0,0,0,0,0,0
MIR365B,0,0,0,0,0,0
MIR365BHG,0,0,0,0,1,1
MIR3660,0,0,0,0,0,0
MIR3661,1,0,1,0,1,0
MIR3662,0,0,0,1,2,1
MIR3663,0,0,0,0,0,0
MIR3663HG,0,0,0,0,0,0
MIR3664,0,0,0,0,0,0
MIR3665,0,0,0,0,0,0
MIR3666,0,0,0,0,0,0
MIR3667,0,0,0,0,0,0
MIR3667HG,0,0,1,0,0,0
MIR3668,0,0,0,0,0,0
MIR367,0,0,0,0,0,0
MIR3670-1,0,0,0,0,0,0
MIR3670-2,0,0,0,0,0,0
MIR3670-3,0,0,0,0,0,0
MIR3670-4,0,0,0,0,0,0
MIR3671,7,1,12,1,1,2
MIR3672,0,0,0,0,0,0
MIR3674,0,0,0,0,0,0
MIR3675,0,0,0,0,0,0
MIR3677,0,0,1,0,0,0
MIR3677HG,1,0,9,0,10,21
MIR3678,0,0,0,0,0,0
MIR3679,0,0,0,0,0,0
MIR3680-1,0,0,3,0,0,0
MIR3680-2,0,0,0,0,0,0
MIR3681,0,0,0,0,0,0
MIR3681HG,0,0,0,0,0,0
MIR3682,2,0,0,7,3,4
MIR3683,0,0,0,0,0,0
MIR3684,0,0,0,0,0,0
MIR3685,3,0,6,19,19,22
MIR3686,0,0,0,0,0,0
MIR3688-1,0,0,0,0,0,0
MIR3688-2,0,0,0,0,0,0
MIR3689A,0,0,0,0,0,0
MIR3689B,0,0,0,1,0,0
MIR3689C,0,0,0,0,0,0
MIR3689D1,0,0,0,0,0,0
MIR3689D2,0,0,0,0,0,0
MIR3689E,0,0,0,0,0,0
MIR3689F,0,0,0,0,0,0
MIR369,0,0,0,0,0,0
MIR3690,0,0,0,0,0,0
MIR3691,0,0,0,0,0,0
MIR3692,0,0,0,0,0,0
MIR370,0,0,0,0,0,0
MIR3713,0,0,0,0,0,0
MIR3714,0,0,0,0,0,0
MIR371A,0,0,0,0,0,0
MIR371B,0,0,0,0,0,0
MIR372,0,0,0,0,0,0
MIR373,0,0,0,0,0,0
MIR374A,0,0,0,0,0,0
MIR374B,0,0,0,0,0,0
MIR374C,0,0,0,0,0,0
MIR375,0,0,0,0,0,0
MIR376A1,0,0,0,0,0,0
MIR376A2,0,0,0,0,0,0
MIR376B,0,0,0,0,0,0
MIR376C,0,0,0,0,0,0
MIR377,0,0,0,0,0,0
MIR378A,1,0,4,0,1,0
MIR378B,0,0,0,0,0,0
MIR378C,0,0,0,0,0,0
MIR378D1,0,0,0,0,0,0
MIR378D2,0,0,0,0,0,0
MIR378D2HG,0,0,0,0,0,0
MIR378E,0,0,0,0,0,0
MIR378F,0,0,0,0,0,0
MIR378G,0,0,0,0,0,0
MIR378H,0,0,0,2,0,2
MIR378I,0,0,0,0,0,0
MIR378J,4,0,0,2,1,2
MIR379,0,0,0,0,0,0
MIR380,0,0,0,0,0,0
MIR381,0,0,0,0,0,0
MIR381HG,0,0,0,0,0,0
MIR382,0,0,0,0,0,0
MIR383,0,0,0,0,0,0
MIR384,0,0,0,0,0,0
MIR3907,0,0,0,0,0,0
MIR3908,0,0,0,0,0,0
MIR3909,0,0,0,0,1,0
MIR3910-1,0,0,0,0,0,0
MIR3910-2,0,0,0,0,0,0
MIR3911,0,0,0,0,0,0
MIR3912,0,0,1,0,0,1
MIR3913-1,0,0,0,0,0,0
MIR3913-2,0,0,0,0,0,0
MIR3914-1,0,0,0,0,0,0
MIR3914-2,0,0,0,0,0,0
MIR3915,0,0,0,0,0,0
MIR3916,0,0,0,0,0,0
MIR3917,0,0,0,0,0,0
MIR3918,0,0,0,0,0,0
MIR3919,0,0,0,0,0,0
MIR3920,0,0,0,0,0,0
MIR3921,0,0,0,0,0,0
MIR3922,0,0,0,0,0,0
MIR3923,0,0,0,0,0,0
MIR3924,0,0,0,0,0,0
MIR3925,0,0,0,0,0,0
MIR3926-1,0,0,0,0,0,0
MIR3926-2,0,0,0,0,0,0
MIR3927,0,0,0,0,0,0
MIR3928,0,0,0,0,0,0
MIR3929,0,0,0,0,0,0
MIR3934,0,0,0,0,0,0
MIR3935,0,0,0,0,0,0
MIR3936,0,0,0,0,0,0
MIR3936HG,202,62,189,159,109,150
MIR3937,0,0,0,0,0,0
MIR3938,0,0,0,0,0,0
MIR3939,0,0,0,0,0,0
MIR3940,0,0,0,0,0,0
MIR3941,0,0,0,0,0,0
MIR3942,1,0,9,3,0,4
MIR3943,0,0,0,0,0,0
MIR3944,0,0,2,0,1,2
MIR3945,0,0,0,0,0,0
MIR3945HG,0,0,0,0,0,0
MIR3960,0,0,0,0,0,0
MIR3972,1,0,0,2,0,9
MIR3973,0,0,0,0,0,0
MIR3974,0,0,0,0,0,0
MIR3975,1,0,0,0,0,2
MIR3976,0,0,0,0,0,0
MIR3976HG,0,0,0,0,0,0
MIR3977,0,0,0,0,0,0
MIR3978,0,0,0,0,0,0
MIR409,0,0,0,0,0,0
MIR410,0,0,0,0,0,0
MIR411,0,0,0,0,0,0
MIR412,0,0,0,0,0,0
MIR421,0,0,0,0,0,0
MIR422A,0,0,0,0,0,0
MIR423,0,0,0,0,0,0
MIR424,0,0,0,0,0,0
MIR425,0,0,0,0,1,0
MIR4251,0,0,0,0,0,0
MIR4252,0,0,0,0,0,0
MIR4253,0,0,0,0,0,0
MIR4254,7,0,4,1,6,16
MIR4255,0,0,0,0,0,0
MIR4256,0,0,0,0,0,0
MIR4257,0,0,0,0,0,1
MIR4258,2,0,17,5,7,15
MIR4259,1,0,5,0,0,1
MIR4260,0,0,0,0,0,0
MIR4261,0,0,0,0,0,0
MIR4262,0,0,0,0,0,0
MIR4263,2,0,8,0,0,3
MIR4264,0,0,0,0,0,0
MIR4265,0,0,0,0,0,0
MIR4266,0,0,0,0,0,0
MIR4267,0,0,0,0,0,0
MIR4268,0,0,0,0,0,0
MIR4269,0,0,0,0,0,0
MIR4270,0,0,0,0,0,0
MIR4271,0,0,0,0,0,0
MIR4272,0,0,0,0,0,0
MIR4273,0,0,0,0,0,0
MIR4274,0,0,0,0,0,0
MIR4275,0,0,0,0,0,0
MIR4276,0,0,0,0,0,0
MIR4277,0,0,0,0,0,0
MIR4278,0,0,0,0,0,0
MIR4279,0,0,0,0,0,0
MIR4280,0,0,0,0,0,0
MIR4280HG,0,0,0,1,0,0
MIR4281,0,0,0,0,0,0
MIR4282,0,0,0,0,0,0
MIR4283-1,0,0,0,0,0,0
MIR4283-2,0,0,0,0,0,0
MIR4284,0,0,0,0,0,0
MIR4285,0,0,0,0,0,0
MIR4286,0,0,0,0,0,0
MIR4287,0,0,0,0,0,0
MIR4288,0,0,0,0,0,0
MIR4289,0,0,0,0,0,0
MIR429,1,0,5,1,4,5
MIR4290,0,0,0,0,0,0
MIR4290HG,0,0,0,0,0,0
MIR4291,0,0,0,0,0,0
MIR4292,3,0,21,2,19,18
MIR4293,0,0,0,0,0,0
MIR4294,0,0,0,0,0,0
MIR4295,0,0,0,0,0,0
MIR4296,0,0,0,0,0,0
MIR4297,0,0,0,0,0,0
MIR4298,0,0,0,0,0,0
MIR4299,0,0,0,0,0,0
MIR4300,0,0,0,0,0,0
MIR4300HG,3,0,8,3,0,0
MIR4301,0,0,0,0,0,0
MIR4302,0,0,0,0,0,0
MIR4303,0,0,0,0,0,0
MIR4304,0,0,0,0,0,0
MIR4305,0,0,0,0,0,0
MIR4306,0,0,0,0,0,0
MIR4307,0,0,1,0,0,0
MIR4307HG,2,0,0,0,0,0
MIR4308,0,0,0,0,0,0
MIR4309,0,0,0,0,0,0
MIR431,0,0,0,0,0,0
MIR4310,0,0,0,0,0,0
MIR4311,0,0,0,0,0,0
MIR4312,3,0,0,0,0,0
MIR4313,0,0,0,0,0,0
MIR4314,0,0,0,0,0,0
MIR4315-1,0,0,0,0,0,0
MIR4315-2,0,0,0,0,0,0
MIR4316,0,0,0,0,0,0
MIR4317,0,0,0,0,0,0
MIR4318,0,0,0,0,0,0
MIR4319,0,0,0,0,0,0
MIR432,0,0,0,0,0,0
MIR4320,0,0,0,0,0,0
MIR4321,0,0,0,0,0,0
MIR4322,0,0,0,0,0,0
MIR4323,0,0,0,0,0,0
MIR4324,3,0,1,4,7,3
MIR4325,0,0,0,0,0,0
MIR4326,0,0,2,0,4,2
MIR4327,0,0,0,0,0,0
MIR4328,0,0,0,0,0,0
MIR4329,0,0,0,0,0,0
MIR433,0,0,0,0,0,0
MIR4330,0,0,0,0,0,0
MIR4418,0,0,0,0,0,0
MIR4420,0,0,0,0,0,0
MIR4421,0,0,0,0,0,0
MIR4422,0,0,0,0,0,0
MIR4422HG,0,0,0,0,0,2
MIR4423,0,0,0,0,0,0
MIR4424,0,0,0,0,0,0
MIR4425,0,0,0,0,0,0
MIR4426,0,0,0,0,0,0
MIR4427,3,0,0,0,0,0
MIR4428,5,0,2,3,0,2
MIR4429,0,0,4,0,0,0
MIR4430,0,0,0,0,0,0
MIR4431,0,0,0,0,0,0
MIR4432,0,0,0,0,0,0
MIR4432HG,0,0,0,0,0,0
MIR4433A,0,0,0,0,0,0
MIR4433B,0,0,0,0,0,0
MIR4434,0,0,0,0,0,0
MIR4435-1,0,0,0,0,0,0
MIR4435-2,0,0,0,0,0,0
MIR4435-2HG,16,7,41,270,264,345
MIR4436A,0,0,0,0,0,0
MIR4436B1,0,0,0,0,0,0
MIR4436B2,0,0,0,0,0,0
MIR4437,0,0,0,0,0,0
MIR4438,0,0,0,0,0,0
MIR4439,0,0,0,0,0,0
MIR4440,0,0,0,0,0,0
MIR4441,0,0,0,0,0,0
MIR4442,0,0,0,0,0,0
MIR4443,0,0,0,0,0,0
MIR4444-1,0,0,0,0,0,0
MIR4444-2,0,0,0,0,0,0
MIR4445,0,0,0,0,0,0
MIR4446,0,0,0,0,0,0
MIR4447,0,0,0,0,0,0
MIR4448,0,0,0,0,0,0
MIR4449,0,0,0,0,0,0
MIR4450,0,0,0,0,0,0
MIR4451,0,0,0,0,0,0
MIR4452,0,0,0,0,0,0
MIR4453,0,0,0,0,0,0
MIR4453HG,59,29,83,82,90,81
MIR4454,0,0,0,0,0,0
MIR4455,0,0,0,0,0,0
MIR4456,0,0,0,0,0,0
MIR4457,0,0,0,0,0,0
MIR4458,0,0,0,0,0,0
MIR4458HG,135,100,329,198,247,250
MIR4460,0,0,0,0,0,0
MIR4462,0,0,0,0,0,0
MIR4463,0,0,0,0,0,0
MIR4464,0,0,0,0,0,0
MIR4465,0,0,0,0,0,0
MIR4466,0,0,0,0,0,0
MIR4467,0,0,0,0,0,0
MIR4468,0,0,0,0,0,0
MIR4469,0,0,0,0,0,0
MIR4470,0,0,0,0,0,0
MIR4471,0,0,0,0,0,0
MIR4472-1,0,0,0,0,0,0
MIR4472-2,0,0,0,0,0,0
MIR4473,0,0,0,0,0,0
MIR4474,0,0,0,0,0,0
MIR4475,0,0,0,0,0,0
MIR4476,0,0,0,0,0,0
MIR4477A,1,0,1,2,0,1
MIR4477B,14,0,31,17,9,8
MIR4478,0,0,0,0,0,0
MIR4479,0,0,0,0,0,0
MIR448,0,0,0,0,0,0
MIR4480,0,0,0,0,0,0
MIR4481,0,0,0,0,0,0
MIR4482,4,0,7,2,5,7
MIR4483,0,0,0,0,0,0
MIR4484,0,0,0,0,0,0
MIR4485,0,0,0,0,0,0
MIR4486,0,0,0,0,0,0
MIR4487,0,0,0,0,0,0
MIR4488,0,0,0,0,0,0
MIR4489,0,0,0,0,0,2
MIR4490,0,0,0,0,0,0
MIR4491,0,0,0,0,0,0
MIR4492,0,0,0,0,0,0
MIR4493,0,0,0,0,0,0
MIR4494,0,0,0,0,0,0
MIR4495,0,0,0,0,0,0
MIR4496,0,0,0,0,0,0
MIR4497,0,0,0,0,0,0
MIR4498,0,0,0,0,0,0
MIR4499,0,0,0,0,0,0
MIR449A,0,0,2,0,0,1
MIR449B,1,0,1,0,1,0
MIR449C,2,0,5,0,0,0
MIR4500,1,0,0,0,0,0
MIR4500HG,4,6,9,31,14,31
MIR4501,0,0,0,0,0,0
MIR4502,0,0,0,0,1,0
MIR4503,0,0,0,0,0,0
MIR4504,0,0,0,0,0,0
MIR4505,0,0,0,0,0,0
MIR4506,0,0,0,0,0,0
MIR4507,0,0,0,0,0,0
MIR4508,0,0,0,0,0,0
MIR4509-1,0,0,0,0,0,0
MIR4509-2,0,0,0,0,0,0
MIR4509-3,0,0,0,0,0,0
MIR450A1,0,0,0,0,0,0
MIR450A2,0,0,0,0,0,0
MIR450B,0,0,0,0,0,0
MIR4510,0,0,0,0,0,0
MIR4511,0,0,0,0,0,0
MIR4512,2,0,0,0,1,2
MIR4513,0,0,0,0,0,0
MIR4514,0,0,0,0,1,0
MIR4515,0,0,0,0,0,0
MIR4516,0,0,0,0,0,0
MIR4517,0,0,0,0,0,0
MIR4518,0,0,0,0,0,0
MIR4519,0,0,0,0,0,0
MIR451A,0,0,0,0,0,0
MIR451B,0,0,0,0,0,0
MIR452,0,0,0,0,0,0
MIR4520-1,0,0,0,0,0,0
MIR4520-2,0,0,1,0,0,0
MIR4521,0,0,9,0,2,6
MIR4522,0,0,0,0,0,0
MIR4523,0,0,0,0,0,0
MIR4524A,0,0,0,0,0,0
MIR4524B,0,0,0,0,0,0
MIR4525,0,0,0,0,0,2
MIR4526,0,0,0,0,0,0
MIR4527,0,0,0,0,0,0
MIR4527HG,0,0,0,0,0,0
MIR4528,0,0,0,0,0,0
MIR4529,0,0,0,0,0,0
MIR4530,0,0,0,0,0,0
MIR4531,0,0,0,0,0,0
MIR4533,0,0,0,0,0,0
MIR4534,0,0,0,0,0,4
MIR4535,0,0,0,0,0,0
MIR4536-1,0,0,0,0,0,0
MIR4536-2,0,0,0,0,0,0
MIR4537,0,0,0,0,0,0
MIR4538,0,0,0,0,0,0
MIR4539,0,0,0,0,0,0
MIR454,1,0,0,7,5,4
MIR4540,0,0,0,0,0,0
MIR455,0,0,0,0,0,0
MIR4632,0,0,0,0,0,0
MIR4633,0,0,0,0,0,0
MIR4634,0,0,0,0,0,0
MIR4635,0,0,0,0,1,1
MIR4636,0,0,0,0,0,0
MIR4637,0,0,0,0,0,0
MIR4638,0,0,0,0,0,0
MIR4639,0,0,0,0,1,0
MIR4640,0,0,0,0,0,0
MIR4641,0,0,0,0,0,0
MIR4642,0,0,0,0,0,0
MIR4643,0,0,0,0,0,1
MIR4644,0,0,0,0,0,0
MIR4645,0,0,0,0,0,0
MIR4646,0,0,0,0,0,0
MIR4647,0,0,0,0,0,0
MIR4648,0,0,0,0,0,0
MIR4649,0,0,0,0,0,0
MIR4650-1,0,0,0,0,0,0
MIR4650-2,0,0,0,0,0,0
MIR4651,0,0,0,0,0,0
MIR4652,0,0,0,0,0,0
MIR4653,4,0,8,16,14,25
MIR4654,0,0,0,0,0,0
MIR4655,0,0,0,0,0,0
MIR4656,0,0,0,0,0,0
MIR4657,0,0,0,0,0,0
MIR4658,0,0,0,0,0,0
MIR4659A,0,0,0,0,0,0
MIR4659B,0,0,0,0,0,0
MIR466,0,0,0,0,0,0
